"Week","Date","Fuel","Variable","Value","Unit","Status"
"2014w47",2014-11-21,"Regular Petrol","Importer cost",76.9808896951349,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Price excluding tax",106.618829867675,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","ETS",0.462,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","GST",26.1314744801512,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Board price",207.9,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Adjusted retail price",200.341304347826,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Importer margin",29.6379401725399,"NZD c/L","Final"
"2014w47",2014-11-21,"Regular Petrol","Importer margin trend",26.2952993414649,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Importer cost",77.9339690173648,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Price excluding tax",117.020042733574,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","ETS",0.473,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","GST",27.6933064100361,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Board price",214.9,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Adjusted retail price",212.31534914361,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Importer margin",39.0860737162091,"NZD c/L","Final"
"2014w47",2014-11-21,"Premium Petrol 95R","Importer margin trend",35.9145099743851,"NZD c/L","Final"
"2014w48",2014-11-28,"NA","Dubai crude price",72,"USD/bbl","Final"
"2014w48",2014-11-28,"NA","Dubai crude price",92,"NZD/bbl","Final"
"2014w48",2014-11-28,"NA","Exchange rate",0.786,"USD/NZD","Final"
"2014w48",2014-11-28,"Diesel","Importer cost",79.6299691436191,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Price excluding tax",113.9940515798,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","ETS",0.534,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","GST",17.23545773697,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Board price",139.042857142857,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Adjusted retail price",132.13850931677,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Importer margin",34.3640824361811,"NZD c/L","Final"
"2014w48",2014-11-28,"Diesel","Importer margin trend",32.2078768011641,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Importer cost",77.8210692196982,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Price excluding tax",105.873488252768,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","ETS",0.462,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","GST",26.0196732379152,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Board price",207.042857142857,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Adjusted retail price",199.484161490683,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Importer margin",28.0524190330698,"NZD c/L","Final"
"2014w48",2014-11-28,"Regular Petrol","Importer margin trend",26.3149159596418,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Importer cost",78.7789434365388,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Price excluding tax",116.274701118667,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","ETS",0.473,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","GST",27.5815051678001,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Board price",214.042857142857,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Adjusted retail price",211.458206286467,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Importer margin",37.4957576821283,"NZD c/L","Final"
"2014w48",2014-11-28,"Premium Petrol 95R","Importer margin trend",35.9480740785699,"NZD c/L","Final"
"2014w49",2014-12-05,"NA","Dubai crude price",68,"USD/bbl","Final"
"2014w49",2014-12-05,"NA","Dubai crude price",87,"NZD/bbl","Final"
"2014w49",2014-12-05,"NA","Exchange rate",0.781,"USD/NZD","Final"
"2014w49",2014-12-05,"Diesel","Importer cost",74.3971828642244,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Price excluding tax",109.27355468539,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","ETS",0.534,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","GST",16.5273832028085,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Board price",133.614285714286,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Adjusted retail price",126.709937888199,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Importer margin",34.8763718211658,"NZD c/L","Final"
"2014w49",2014-12-05,"Diesel","Importer margin trend",32.240218410692,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Importer cost",70.3955853675598,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Price excluding tax",101.152991358358,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","ETS",0.462,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","GST",25.3115987037537,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Board price",201.614285714286,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Adjusted retail price",194.055590062112,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Importer margin",30.7574059907983,"NZD c/L","Final"
"2014w49",2014-12-05,"Regular Petrol","Importer margin trend",26.3345325778187,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Importer cost",71.3595441293975,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Price excluding tax",111.554204224257,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","ETS",0.473,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","GST",26.8734306336386,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Board price",208.614285714286,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Adjusted retail price",206.029634857896,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Importer margin",40.1946600948597,"NZD c/L","Final"
"2014w49",2014-12-05,"Premium Petrol 95R","Importer margin trend",35.9816381827548,"NZD c/L","Final"
"2014w50",2014-12-12,"NA","Dubai crude price",62,"USD/bbl","Final"
"2014w50",2014-12-12,"NA","Dubai crude price",80,"NZD/bbl","Final"
"2014w50",2014-12-12,"NA","Exchange rate",0.773,"USD/NZD","Final"
"2014w50",2014-12-12,"Diesel","Importer cost",70.9726252814029,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Price excluding tax",106.674654064272,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","ETS",0.648428571428571,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","GST",16.1547123953551,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Board price",130.757142857143,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Adjusted retail price",123.852795031056,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Importer margin",35.7020287828693,"NZD c/L","Final"
"2014w50",2014-12-12,"Diesel","Importer margin trend",32.2725600202199,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Importer cost",66.1144743831676,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Price excluding tax",98.4949851471779,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","ETS",0.561,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","GST",24.9277477720767,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Board price",198.671428571429,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Adjusted retail price",191.112732919255,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Importer margin",32.3805107640104,"NZD c/L","Final"
"2014w50",2014-12-12,"Regular Petrol","Importer margin trend",26.3541491959956,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Importer cost",67.0873502407468,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Price excluding tax",108.967732174568,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","ETS",0.575,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","GST",26.5007598261852,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Board price",205.757142857143,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Adjusted retail price",203.172492000753,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Importer margin",41.8803819338209,"NZD c/L","Final"
"2014w50",2014-12-12,"Premium Petrol 95R","Importer margin trend",36.0152022869397,"NZD c/L","Final"
"2014w51",2014-12-19,"NA","Dubai crude price",57,"USD/bbl","Final"
"2014w51",2014-12-19,"NA","Dubai crude price",74,"NZD/bbl","Final"
"2014w51",2014-12-19,"NA","Exchange rate",0.776,"USD/NZD","Final"
"2014w51",2014-12-19,"Diesel","Importer cost",66.9520086103241,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Price excluding tax",102.680427356198,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","GST",15.5584391034297,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Board price",126.185714285714,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Adjusted retail price",119.281366459627,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Importer margin",35.7284187458735,"NZD c/L","Final"
"2014w51",2014-12-19,"Diesel","Importer margin trend",32.3049016297479,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Importer cost",62.2359497357555,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Price excluding tax",94.5778640291655,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","GST",24.3426546043748,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Board price",194.185714285714,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Adjusted retail price",186.62701863354,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Importer margin",32.34191429341,"NZD c/L","Final"
"2014w51",2014-12-19,"Regular Petrol","Importer margin trend",26.3737658141726,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Importer cost",63.2060308757523,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Price excluding tax",104.975576895065,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","GST",25.9044865342597,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Board price",201.185714285714,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Adjusted retail price",198.601063429324,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Importer margin",41.7695460193122,"NZD c/L","Final"
"2014w51",2014-12-19,"Premium Petrol 95R","Importer margin trend",36.0487663911246,"NZD c/L","Final"
"2014w52",2014-12-26,"NA","Dubai crude price",56,"USD/bbl","Final"
"2014w52",2014-12-26,"NA","Dubai crude price",73,"NZD/bbl","Final"
"2014w52",2014-12-26,"NA","Exchange rate",0.773,"USD/NZD","Final"
"2014w52",2014-12-26,"Diesel","Importer cost",66.95484107376,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Price excluding tax",100.941296921415,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","GST",15.2975695382123,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Board price",124.185714285714,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Adjusted retail price",117.281366459627,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Importer margin",33.9864558476551,"NZD c/L","Final"
"2014w52",2014-12-26,"Diesel","Importer margin trend",32.3372432392758,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Importer cost",63.489094687298,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Price excluding tax",92.8387335943829,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","GST",24.0817850391574,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Board price",192.185714285714,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Adjusted retail price",184.62701863354,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Importer margin",29.3496389070849,"NZD c/L","Final"
"2014w52",2014-12-26,"Regular Petrol","Importer margin trend",26.3933824323495,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Importer cost",64.4633456797156,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Price excluding tax",103.236446460282,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","GST",25.6436169690423,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Board price",199.185714285714,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Adjusted retail price",196.601063429324,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Importer margin",38.7731007805664,"NZD c/L","Final"
"2014w52",2014-12-26,"Premium Petrol 95R","Importer margin trend",36.0823304953095,"NZD c/L","Final"
"2015w01",2015-01-02,"NA","Dubai crude price",54,"USD/bbl","Final"
"2015w01",2015-01-02,"NA","Dubai crude price",69,"NZD/bbl","Final"
"2015w01",2015-01-02,"NA","Exchange rate",0.779,"USD/NZD","Final"
"2015w01",2015-01-02,"Diesel","Importer cost",63.7773536311807,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Price excluding tax",99.6736160620518,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","GST",15.1074174093078,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Board price",122.757142857143,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Adjusted retail price",115.82353347136,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Importer margin",35.8962624308711,"NZD c/L","Final"
"2015w01",2015-01-02,"Diesel","Importer margin trend",32.3695848488038,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Importer cost",59.4265597456196,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Price excluding tax",91.4600316410118,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","GST",23.8749797461518,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Board price",190.757142857143,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Adjusted retail price",183.041511387164,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Importer margin",32.0334718953922,"NZD c/L","Final"
"2015w01",2015-01-02,"Regular Petrol","Importer margin trend",26.4129990505264,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Importer cost",60.473503176691,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Price excluding tax",102.097129990153,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","GST",25.4727194985229,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Board price",198.4,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Adjusted retail price",195.290849488676,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Importer margin",41.6236268134617,"NZD c/L","Final"
"2015w01",2015-01-02,"Premium Petrol 95R","Importer margin trend",36.1158945994944,"NZD c/L","Final"
"2015w02",2015-01-09,"NA","Dubai crude price",47,"USD/bbl","Final"
"2015w02",2015-01-09,"NA","Dubai crude price",61,"NZD/bbl","Final"
"2015w02",2015-01-09,"NA","Exchange rate",0.775,"USD/NZD","Final"
"2015w02",2015-01-09,"Diesel","Importer cost",59.7702404172953,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Price excluding tax",94.1886939268461,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","GST",14.2846790890269,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Board price",116.471428571429,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Adjusted retail price",109.515873015873,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Importer margin",34.4184535095508,"NZD c/L","Final"
"2015w02",2015-01-09,"Diesel","Importer margin trend",32.4019264583317,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Importer cost",54.5096373793365,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Price excluding tax",85.8918436853002,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","GST",23.039751552795,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Board price",184.471428571429,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Adjusted retail price",176.638095238095,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Importer margin",31.3822063059637,"NZD c/L","Final"
"2015w02",2015-01-09,"Regular Petrol","Importer margin trend",26.4326156687033,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Importer cost",55.1455773362225,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Price excluding tax",96.5997854946986,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","GST",24.6481178242048,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Board price",192.471428571429,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Adjusted retail price",188.968903318903,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Importer margin",41.4542081584761,"NZD c/L","Final"
"2015w02",2015-01-09,"Premium Petrol 95R","Importer margin trend",36.1494587036793,"NZD c/L","Final"
"2015w03",2015-01-16,"NA","Dubai crude price",44,"USD/bbl","Final"
"2015w03",2015-01-16,"NA","Dubai crude price",56,"NZD/bbl","Final"
"2015w03",2015-01-16,"NA","Exchange rate",0.778,"USD/NZD","Final"
"2015w03",2015-01-16,"Diesel","Importer cost",55.8190724924487,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Price excluding tax",87.1079485852312,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","GST",13.2225672877847,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Board price",108.328571428571,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Adjusted retail price",101.373015873016,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Importer margin",31.2888760927825,"NZD c/L","Final"
"2015w03",2015-01-16,"Diesel","Importer margin trend",32.4342680678597,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Importer cost",50.9366496280972,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Price excluding tax",77.3204151138716,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","GST",21.7540372670807,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Board price",174.614285714286,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Adjusted retail price",166.780952380952,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Importer margin",26.3837654857744,"NZD c/L","Final"
"2015w03",2015-01-16,"Regular Petrol","Importer margin trend",26.4522322868802,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Importer cost",51.5694630825953,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Price excluding tax",88.02835692327,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","GST",23.3624035384905,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Board price",182.614285714286,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Adjusted retail price",179.11176046176,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Importer margin",36.4588938406747,"NZD c/L","Final"
"2015w03",2015-01-16,"Premium Petrol 95R","Importer margin trend",36.1830228078642,"NZD c/L","Final"
"2015w04",2015-01-23,"NA","Dubai crude price",44,"USD/bbl","Final"
"2015w04",2015-01-23,"NA","Dubai crude price",58,"NZD/bbl","Final"
"2015w04",2015-01-23,"NA","Exchange rate",0.765,"USD/NZD","Final"
"2015w04",2015-01-23,"Diesel","Importer cost",56.7040608540488,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Price excluding tax",85.8657125603865,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","GST",13.036231884058,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Board price",106.9,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Adjusted retail price",99.9444444444445,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Importer margin",29.1616517063377,"NZD c/L","Final"
"2015w04",2015-01-23,"Diesel","Importer margin trend",32.45528697447,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Importer cost",53.099263153887,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Price excluding tax",75.829731884058,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","GST",21.5304347826087,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Taxes",67.129,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Board price",172.9,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Adjusted retail price",165.066666666667,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Importer margin",22.730468730171,"NZD c/L","Final"
"2015w04",2015-01-23,"Regular Petrol","Importer margin trend",26.4798729858686,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Importer cost",53.7422229686493,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Price excluding tax",86.5376736934563,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","ETS",0.592,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","GST",23.1388010540185,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Taxes",67.129,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Board price",180.9,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Adjusted retail price",177.397474747475,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Importer margin",32.795450724807,"NZD c/L","Final"
"2015w04",2015-01-23,"Premium Petrol 95R","Importer margin trend",36.2200645562445,"NZD c/L","Final"
"2015w05",2015-01-30,"NA","Dubai crude price",45,"USD/bbl","Final"
"2015w05",2015-01-30,"NA","Dubai crude price",60,"NZD/bbl","Final"
"2015w05",2015-01-30,"NA","Exchange rate",0.738,"USD/NZD","Final"
"2015w05",2015-01-30,"Diesel","Importer cost",58.1341361403914,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Price excluding tax",85.8657125603865,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","ETS",0.6675,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","GST",13.036231884058,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Taxes",0.375,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Board price",106.9,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Adjusted retail price",99.9444444444445,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Importer margin",27.7315764199951,"NZD c/L","Final"
"2015w05",2015-01-30,"Diesel","Importer margin trend",32.4763058810803,"NZD c/L","Final"
"2015w05",2015-01-30,"Regular Petrol","Importer cost",55.2591698246145,"NZD c/L","Final"
"2015w05",2015-01-30,"Regular Petrol","Price excluding tax",75.829731884058,"NZD c/L","Final"
"2015w05",2015-01-30,"Regular Petrol","ETS",0.5775,"NZD c/L","Final"
"2015w05",2015-01-30,"Regular Petrol","GST",21.5304347826087,"NZD c/L","Final"
